id,name,artifact_type,category,availability,status,primary_url,description
audit-assurance-and-evaluation-evidence--validmind,ValidMind,tool,"Audit, Assurance, and Evaluation Evidence",commercial,active,https://validmind.com/platform/,"ValidMind provides model inventories, documentation automation, validation test plans, independent-review workflows, approvals, findings, monitoring triggers, and audit trails for AI and model risk management."
audit-assurance-and-evaluation-evidence--giskard,Giskard,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/Giskard-AI/giskard,"Giskard tests machine-learning and language-model applications for quality, bias, security, and robustness, and produces structured scan results and test suites that can support assurance evidence."
audit-assurance-and-evaluation-evidence--deepeval,DeepEval,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/confident-ai/deepeval,"DeepEval is an open-source LLM evaluation framework that runs repeatable end-to-end and component-level tests locally or in CI, producing test results that can serve as technical evidence for quality controls."
audit-assurance-and-evaluation-evidence--deepteam,DeepTeam,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/confident-ai/deepteam,"DeepTeam is an open-source LLM red-teaming framework that simulates jailbreak, prompt-injection, and multi-turn attacks, maps tests to named safety frameworks, and exports structured risk-assessment results."
audit-assurance-and-evaluation-evidence--inspect-ai,Inspect AI,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/UKGovernmentBEIS/inspect_ai,"Inspect AI is the UK AI Security Institute's framework for reproducible model evaluations, with task, solver, scorer, sandbox, logging, and approval primitives for safety and capability testing."
audit-assurance-and-evaluation-evidence--promptfoo,promptfoo,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/promptfoo/promptfoo,"promptfoo runs configurable evaluations and adversarial tests for LLM applications in local development and CI, with assertions, comparisons, vulnerability scans, and shareable result reports."
audit-assurance-and-evaluation-evidence--nist-dioptra,NIST Dioptra,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/usnistgov/dioptra,"NIST Dioptra is a test platform for measuring, tracking, and comparing AI risks, including model robustness to adversarial attacks, through reproducible experiments and extensible workflows."
audit-assurance-and-evaluation-evidence--ai-verify-testing-framework,AI Verify Testing Framework,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/aiverify-foundation/aiverify,"AI Verify Testing Framework is an open-source toolkit and workbench for running technical tests, process checks, and reporting against responsible-AI principles and selected governance requirements."
audit-assurance-and-evaluation-evidence--metr-vivaria,METR Vivaria,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/METR/vivaria,"METR Vivaria is an open-source platform for running agent evaluations in isolated task environments, recording trajectories, scoring outcomes, and supporting human review of evaluation evidence."
audit-assurance-and-evaluation-evidence--pyrit,PyRIT,tool,"Audit, Assurance, and Evaluation Evidence",open-source,active,https://github.com/Azure/PyRIT,"PyRIT is Microsoft's open-source framework for orchestrating generative-AI red teaming, recording prompts and responses, applying scorers, and reproducing attack campaigns across target systems."
model-monitoring-and-validation--fiddler,Fiddler,model,Model Monitoring and Validation,commercial,active,https://www.fiddler.ai/ai-observability,"Fiddler evaluates and monitors predictive models, generative-AI applications, and agents for performance, drift, hallucination, policy violations, bias, and other configurable quality or risk signals."
model-monitoring-and-validation--arthur,Arthur,model,Model Monitoring and Validation,open-core,active,https://www.arthur.ai/,"Arthur provides model and generative-AI monitoring, evaluations, explainability, drift and performance metrics, and runtime guardrails; its open-source Arthur Engine supplies selected local capabilities."
model-monitoring-and-validation--arize-ai,Arize AI,model,Model Monitoring and Validation,open-core,active,https://arize.com/,"Arize AI provides production observability, evaluation, tracing, drift detection, performance analysis, and troubleshooting for predictive models, computer vision, language models, and AI agents."
model-monitoring-and-validation--coralogix-ai-center,Coralogix AI Center,model,Model Monitoring and Validation,commercial,active,https://coralogix.com/docs/user-guides/ai-observability/ai-center/,"Coralogix AI Center incorporates Aporia technology and provides AI monitoring, guardrails, evaluations, security-posture discovery, and telemetry for language-model applications and coding agents."
model-monitoring-and-validation--evidently,Evidently,model,Model Monitoring and Validation,open-core,active,https://github.com/evidentlyai/evidently,"Evidently is an open-source-first framework for evaluating, testing, and monitoring data, machine-learning models, and LLM applications with reports, metrics, test suites, and dashboards."
model-monitoring-and-validation--nannyml,NannyML,model,Model Monitoring and Validation,open-core,active,https://github.com/NannyML/nannyml,"NannyML estimates post-deployment model performance when targets are delayed or absent, detects multivariate and univariate drift, and supports root-cause analysis and monitoring workflows."
model-monitoring-and-validation--deepchecks,Deepchecks,model,Model Monitoring and Validation,open-core,active,https://github.com/deepchecks/deepchecks,"Deepchecks validates data and models across development and production with test suites for integrity, distribution change, leakage, drift, performance, and selected LLM behaviors."
model-monitoring-and-validation--superwise,Superwise,model,Model Monitoring and Validation,commercial,active,https://superwise.ai/,"Superwise monitors machine-learning systems for data and concept drift, performance, bias, anomalies, and operational health, with alerts and workflows for investigation and remediation."
model-monitoring-and-validation--mona,Mona,model,Model Monitoring and Validation,commercial,active,https://www.monalabs.io/,"Mona monitors machine-learning and AI systems using configurable segments and metrics for performance, drift, bias, anomalies, data quality, and business-impact signals."
model-monitoring-and-validation--alibi-detect,Alibi Detect,model,Model Monitoring and Validation,open-source,active,https://github.com/SeldonIO/alibi-detect,"Alibi Detect is an open-source Python library for outlier, adversarial, and distribution-drift detection across tabular, text, image, and time-series data."
model-monitoring-and-validation--whylogs,whylogs,model,Model Monitoring and Validation,open-source,active,https://github.com/whylabs/whylogs,whylogs is an open-source data-logging library that creates mergeable statistical profiles for monitoring data quality and distribution changes without retaining raw records.
model-monitoring-and-validation--h2o-mlops,H2O MLOps,model,Model Monitoring and Validation,commercial,active,https://docs.h2o.ai/mlops/model-monitoring,"H2O MLOps manages model deployment, approval, lineage, monitoring, drift, performance, and lifecycle operations for models built with H2O tools or external frameworks."
explainability-and-interpretability--shap,SHAP,tool,Explainability and Interpretability,open-source,active,https://github.com/shap/shap,SHAP is an open-source library based on Shapley values for explaining model outputs with local and global feature attributions across many model families.
explainability-and-interpretability--lime,LIME,tool,Explainability and Interpretability,open-source,active,https://github.com/marcotcr/lime,LIME is an open-source library that explains individual predictions by fitting interpretable local surrogate models around the prediction being examined.
explainability-and-interpretability--captum,Captum,tool,Explainability and Interpretability,open-source,active,https://github.com/pytorch/captum,"Captum is PyTorch's model-interpretability library with attribution methods for features, layers, neurons, and examples across vision, text, and other differentiable models."
explainability-and-interpretability--interpretml,InterpretML,tool,Explainability and Interpretability,open-source,active,https://github.com/interpretml/interpret,"InterpretML provides glass-box models and post-hoc explanation methods, including Explainable Boosting Machines and integrations for local and global model interpretation."
explainability-and-interpretability--alibi-explain,Alibi Explain,tool,Explainability and Interpretability,open-source,active,https://github.com/SeldonIO/alibi,"Alibi Explain provides model-inspection algorithms for feature attribution, counterfactuals, anchors, prototypes, and other local or global explanation methods."
explainability-and-interpretability--ai-explainability-360,AI Explainability 360,tool,Explainability and Interpretability,open-source,active,https://github.com/Trusted-AI/AIX360,"AI Explainability 360 is an open-source toolkit of explanation algorithms, metrics, tutorials, and guidance for interpreting machine-learning models and their predictions."
explainability-and-interpretability--dalex,DALEX,tool,Explainability and Interpretability,open-source,active,https://github.com/ModelOriented/DALEX,"DALEX provides model-agnostic explanations and diagnostics in Python and R, including variable importance, partial dependence, residual analysis, and fairness checks."
explainability-and-interpretability--omnixai,OmniXAI,tool,Explainability and Interpretability,open-source,active,https://github.com/salesforce/OmniXAI,"OmniXAI is an open-source explanation library for tabular, image, text, and time-series models with multiple explanation methods and interactive dashboards."
explainability-and-interpretability--xplique,Xplique,tool,Explainability and Interpretability,open-source,active,https://github.com/deel-ai/xplique,"Xplique is an open-source neural-network explainability library with attribution, concept, example-based, feature-visualization, and explanation-quality methods."
explainability-and-interpretability--eli5,ELI5,tool,Explainability and Interpretability,open-source,active,https://github.com/eli5-org/eli5,"ELI5 is an open-source Python package for inspecting model weights, feature importances, text classifiers, and individual predictions from supported machine-learning libraries."
fairness-and-bias-assessment--fairlearn,Fairlearn,tool,Fairness and Bias Assessment,open-source,active,https://github.com/fairlearn/fairlearn,Fairlearn is an open-source Python package for assessing group fairness with disparity metrics and dashboards and mitigating selected harms through reduction and post-processing algorithms.
fairness-and-bias-assessment--ai-fairness-360,AI Fairness 360,tool,Fairness and Bias Assessment,open-source,active,https://github.com/Trusted-AI/AIF360,"AI Fairness 360 is an open-source toolkit of fairness metrics, explanatory examples, and bias-mitigation algorithms for datasets and machine-learning models."
fairness-and-bias-assessment--aequitas,Aequitas,tool,Fairness and Bias Assessment,open-source,active,https://github.com/dssg/aequitas,Aequitas is an open-source bias-audit toolkit for measuring disparities in risk scores or decisions across demographic groups and reporting group-level fairness metrics.
fairness-and-bias-assessment--tensorflow-fairness-indicators,TensorFlow Fairness Indicators,tool,Fairness and Bias Assessment,open-source,active,https://github.com/tensorflow/fairness-indicators,"TensorFlow Fairness Indicators computes and visualizes model-performance metrics across user-defined slices, including confidence intervals and comparisons between model versions."
fairness-and-bias-assessment--responsibly,Responsibly,tool,Fairness and Bias Assessment,open-source,active,https://github.com/ResponsiblyAI/responsibly,"Responsibly is an open-source toolkit for measuring and mitigating selected fairness issues in data, models, and word embeddings, with notebooks and educational workflows."
fairness-and-bias-assessment--fat-forensics,FAT Forensics,tool,Fairness and Bias Assessment,open-source,active,https://github.com/fat-forensics/fat-forensics,"FAT Forensics provides interoperable fairness, accountability, and transparency methods for datasets, predictive models, and individual predictions."
fairness-and-bias-assessment--verifyml,VerifyML,tool,Fairness and Bias Assessment,open-source,active,https://github.com/cylynx/verifyml,"VerifyML is an open-source toolkit for responsible-AI testing and documentation, including fairness tests, model-card generation, and examples for common machine-learning workflows."
fairness-and-bias-assessment--revise,REVISE,tool,Fairness and Bias Assessment,open-source,active,https://github.com/princetonvisualai/revise-tool,"REVISE is an open-source tool for discovering representation, annotation, and geography-related patterns that can reveal potential bias in visual datasets."
privacy-and-data-governance--privacy-meter,Privacy Meter,tool,Privacy and Data Governance,open-source,active,https://github.com/privacytrustlab/ml_privacy_meter,"Privacy Meter is an open-source toolkit for auditing machine-learning models with privacy attacks, including configurable membership-inference tests and empirical privacy-risk reports."
privacy-and-data-governance--microsoft-presidio,Microsoft Presidio,tool,Privacy and Data Governance,open-source,active,https://github.com/microsoft/presidio,"Microsoft Presidio detects, analyzes, anonymizes, and de-anonymizes personally identifiable information in text, images, and structured data through extensible recognizers and operators."
privacy-and-data-governance--opacus,Opacus,tool,Privacy and Data Governance,open-source,active,https://github.com/pytorch/opacus,"Opacus is a PyTorch library for training models with differential privacy, including per-sample gradients, privacy accounting, clipping, and noise mechanisms."
privacy-and-data-governance--tensorflow-privacy,TensorFlow Privacy,tool,Privacy and Data Governance,open-source,active,https://github.com/tensorflow/privacy,"TensorFlow Privacy provides differentially private optimizers, privacy accounting, and attacks for training and evaluating TensorFlow machine-learning models."
privacy-and-data-governance--ibm-differential-privacy-library,IBM Differential Privacy Library,tool,Privacy and Data Governance,open-source,active,https://github.com/IBM/differential-privacy-library,"IBM Differential Privacy Library implements differentially private mechanisms, models, tools, and accounting interfaces compatible with familiar Python data-science workflows."
privacy-and-data-governance--google-differential-privacy,Google Differential Privacy,tool,Privacy and Data Governance,open-source,active,https://github.com/google/differential-privacy,"Google Differential Privacy provides libraries and building blocks for privacy-preserving statistical aggregation in C++, Go, Java, PostgreSQL, and related environments."
privacy-and-data-governance--opendp,OpenDP,tool,Privacy and Data Governance,open-source,active,https://github.com/opendp/opendp,"OpenDP is an open-source library and community project for constructing, analyzing, and releasing statistical computations with formal differential-privacy guarantees."
privacy-and-data-governance--smartnoise-sdk,SmartNoise SDK,tool,Privacy and Data Governance,open-source,active,https://github.com/opendp/smartnoise-sdk,"SmartNoise SDK provides differential-privacy mechanisms, SQL query processing, synthetic-data components, and privacy accounting built with the OpenDP ecosystem."
privacy-and-data-governance--pysyft,PySyft,tool,Privacy and Data Governance,open-source,active,https://github.com/OpenMined/PySyft,"PySyft is an open-source platform for analyzing data held by another party under access, privacy, and disclosure controls without transferring the underlying datasets."
privacy-and-data-governance--fides,Fides,tool,Privacy and Data Governance,open-source,active,https://github.com/ethyca/fides,"Fides is an open-source privacy-engineering platform for data mapping, policy enforcement, consent, privacy requests, and governance metadata across applications and infrastructure."
documentation-transparency-and-model-cards--hugging-face-model-cards,Hugging Face Model Cards,model,"Documentation, Transparency, and Model Cards",open-core,active,https://huggingface.co/docs/hub/en/model-cards,"Hugging Face Model Cards are Markdown documents with structured metadata, intended uses, limitations, datasets, licenses, and evaluation results that accompany model repositories on the Hugging Face Hub."
documentation-transparency-and-model-cards--aws-ai-service-cards,AWS AI Service Cards,model,"Documentation, Transparency, and Model Cards",commercial,active,https://aws.amazon.com/ai/responsible-ai/resources/,"AWS AI Service Cards are first-party transparency documents describing intended uses, limitations, responsible-design choices, and deployment or performance considerations for selected AWS AI services and models."
documentation-transparency-and-model-cards--microsoft-transparency-notes,Microsoft Transparency Notes,model,"Documentation, Transparency, and Model Cards",commercial,active,https://learn.microsoft.com/en-us/azure/foundry/responsible-ai/openai/transparency-note,"Microsoft Transparency Notes are first-party documents explaining how selected Microsoft AI technologies work, their capabilities and limitations, and choices that affect system performance and behavior."
documentation-transparency-and-model-cards--google-deepmind-model-cards,Google DeepMind Model Cards,model,"Documentation, Transparency, and Model Cards",commercial,active,https://modelcards.withgoogle.com/,"Google DeepMind Model Cards are first-party structured reports describing how selected Gemini, Gemma, and generative models were designed, evaluated, and bounded."
documentation-transparency-and-model-cards--anthropic-system-cards,Anthropic System Cards,model,"Documentation, Transparency, and Model Cards",commercial,active,https://www.anthropic.com/system-cards,"Anthropic System Cards are first-party reports on Claude model capabilities, safety evaluations, identified risks, mitigations, and responsible deployment decisions."
documentation-transparency-and-model-cards--openai-system-cards,OpenAI System Cards,model,"Documentation, Transparency, and Model Cards",commercial,active,https://deploymentsafety.openai.com/,"OpenAI System Cards are first-party deployment-safety reports describing model capabilities, evaluation results, risk classifications, and mitigations under OpenAI's safety and preparedness processes."
documentation-transparency-and-model-cards--meta-system-cards,Meta System Cards,model,"Documentation, Transparency, and Model Cards",commercial,active,https://ai.meta.com/tools/system-cards/,"Meta System Cards are first-party transparency documents explaining components, data use, ranking or generation processes, limitations, and user controls in selected Meta AI systems."
documentation-transparency-and-model-cards--cohere-model-cards,Cohere Model Cards,model,"Documentation, Transparency, and Model Cards",commercial,active,https://docs.cohere.com/docs/responsible-use,"Cohere Model Cards are first-party documents describing model specifications, intended and unintended uses, language coverage, safety evaluations, limitations, and responsible-use considerations."
documentation-transparency-and-model-cards--ibm-ai-factsheets-360,IBM AI FactSheets 360,model,"Documentation, Transparency, and Model Cards",commercial,active,https://research.ibm.com/blog/aifactsheets,"IBM AI FactSheets 360 is a first-party methodology and resource collection for documenting model purpose, performance, datasets, characteristics, governance context, and stakeholder-specific facts."
documentation-transparency-and-model-cards--cyclops-model-report-cards,CyclOps Model Report Cards,model,"Documentation, Transparency, and Model Cards",open-source,active,https://github.com/VectorInstitute/cyclops,"CyclOps Model Report Cards are generated through the open-source CyclOps reporting API to document performance, slices, thresholds, and periodic evaluation results for clinical machine-learning models."
ai-security-guardrails-and-policy-enforcement--palo-alto-networks-prisma-airs,Palo Alto Networks Prisma AIRS,tool,"AI Security, Guardrails, and Policy Enforcement",commercial,active,https://www.paloaltonetworks.com/prisma/prisma-ai-runtime-security,"Palo Alto Networks Prisma AIRS provides AI asset discovery, posture management, model scanning, automated red teaming, and runtime protection; Protect AI was acquired in July 2025 and integrated into Prisma AIRS."
ai-security-guardrails-and-policy-enforcement--f5-ai-security-platform,F5 AI Security Platform,tool,"AI Security, Guardrails, and Policy Enforcement",commercial,active,https://investors.f5.com/news/news-details/2026/F5-Launches-AI-Security-Platform-to-Put-Security-Leaders-in-Control-of-Enterprise-AI-Risk/default.aspx,"F5 AI Security Platform provides AI discovery, red teaming, runtime guardrails, and policy enforcement; F5 acquired CalypsoAI in 2025 and incorporated its technology into the platform."
ai-security-guardrails-and-policy-enforcement--cisco-ai-defense,Cisco AI Defense,tool,"AI Security, Guardrails, and Policy Enforcement",commercial,active,https://www.cisco.com/site/us/en/products/security/ai-defense/robust-intelligence-is-part-of-cisco/index.html,"Cisco AI Defense validates models and applications, discovers shadow AI, and applies runtime protection; Robust Intelligence was acquired in 2024 and became core technology for the product."
ai-security-guardrails-and-policy-enforcement--lakera-guard-check-point,Lakera Guard (Check Point),tool,"AI Security, Guardrails, and Policy Enforcement",commercial,active,https://www.lakera.ai/lakera-guard,"Lakera Guard (Check Point) provides runtime protection against prompt injection, data leakage, unsafe content, and agent threats; Check Point completed its acquisition of Lakera in October 2025."
